id,Fragment,nodes,edges,s_abs,s_rel,c_abs,c_rel
33,F-C1=C=C=C(-N(-C-C)-C)=C(-C2=C=C=N=C(=N=C-C(-C-C)=C-C)=C=2)=C=1,24,25,139,12.787489,4,1.6460905
34,F-C1=C=C=C(-N(-C-C)-C)=C(-C2=C=C=N=C(=N=C-C(-C-C-N-C)=C)=C=2)=C=1,25,26,114,10.48758,4,1.6460905
35,F-C1=C=C=C(-N(-C-C)-C)=C(-C2=C=C=N=C(=N=C-C(-C)=C-C)=C=2)=C=1,23,24,148,13.615456,4,1.6460905
36,F-C1=C=C=C(-N-C-C)=C(-C2=C=C=N=C(=N=C-C3-C-C-N-C-C=3)=C=2)=C=1,24,26,109,10.027599,4,1.6460905
37,F-C1=C=C=C(-N-C-C)=C(-C2=C=C=N=C(=N=C-C(-C-C-N)=C-C)=C=2)=C=1,24,25,115,10.5795765,4,1.6460905
38,F-C1=C=C=C(-N-C-C)=C(-C2=C=C=N=C(=N=C-C(-C-C)=C-C)=C=2)=C=1,23,24,140,12.879485,4,1.6460905
39,F-C1=C=C=C(-N-C-C)=C(-C2=C=C=N=C(=N=C-C(-C-C-N-C)=C)=C=2)=C=1,24,25,115,10.5795765,4,1.6460905
40,F-C1=C=C=C(-N-C-C)=C(-C2=C=C=N=C(=N=C-C(-C)=C-C)=C=2)=C=1,22,23,149,13.707452,4,1.6460905
41,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C4-C-C-N-C-C=4)=C(-C)=C=3=2)=C=1,23,26,121,11.131555,4,1.6460905
42,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C(-C-C-N)=C-C)=C(-C)=C=3=2)=C=1,23,25,127,11.683533,4,1.6460905
43,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C(-C-C)=C-C)=C(-C)=C=3=2)=C=1,22,24,152,13.98344,4,1.6460905
44,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C(-C-C-N-C)=C)=C(-C)=C=3=2)=C=1,23,25,127,11.683533,4,1.6460905
45,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C(-C)=C-C)=C(-C)=C=3=2)=C=1,21,23,161,14.811407,4,1.6460905
46,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C4-C-C-N(-C-C=4)-C-C)=C=C=3=2)=C=1,24,27,111,10.211592,3,1.2345679
47,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C4-C-C-N(-C-C=4)-C)=C=C=3=2)=C=1,23,26,128,11.775529,4,1.6460905
48,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C4-C-C-N-C-C=4)=C=C=3=2)=C=1,22,25,172,15.823367,4,1.6460905
49,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C(-C-C-N-C-C)=C-C)=C=C=3=2)=C=1,24,26,115,10.5795765,3,1.2345679
50,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C(-C-C-N-C)=C-C)=C=C=3=2)=C=1,23,25,134,12.327507,4,1.6460905
51,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C(-C-C-N)=C-C)=C=C=3=2)=C=1,22,24,178,16.375345,4,1.6460905
52,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C(-C-C)=C-C-N-C)=C=C=3=2)=C=1,23,25,130,11.959521,4,1.6460905
53,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C(-C-C)=C-C)=C=C=3=2)=C=1,21,23,226,20.791168,4,1.6460905
54,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C(-C-C-N(-C-C)-C)=C)=C=C=3=2)=C=1,24,26,120,11.039558,3,1.2345679
55,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C(-C-C-N(-C)-C)=C)=C=C=3=2)=C=1,23,25,132,12.143515,4,1.6460905
56,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C(-C-C-N-C-C)=C)=C=C=3=2)=C=1,23,25,131,12.0515175,3,1.2345679
57,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C(-C-C-N-C)=C)=C=C=3=2)=C=1,22,24,178,16.375345,4,1.6460905
58,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C(-C)=C-C-N(-C)-C-C)=C=C=3=2)=C=1,24,26,114,10.48758,3,1.2345679
59,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C(-C)=C-C-N-C-C)=C=C=3=2)=C=1,23,25,120,11.039558,3,1.2345679
60,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C(-C)=C-C)=C=C=3=2)=C=1,20,22,235,21.619135,4,1.6460905
61,F-C1=C=C=C=C(-C2=C=C=N=C3=N=C(-C-C-C-N(-C-C)-C-C)=C=C=3=2)=C=1,24,26,139,12.787489,4,1.6460905
62,F-C1=C=C=C(-O-C)=C(-C=C=C=N=C=N)=C=1,15,15,173,15.915363,1,0.41152263
63,F-C1=C=C=C(-O-C)=C(-C=C=C=N=C)=C=1,14,14,174,16.00736,1,0.41152263
64,F-C1=C=C=C(-O-C)=C(-C)=C=1,10,10,175,16.099356,1,0.41152263
65,F-C1=C=C=C(-O)=C(-C)=C=1,9,9,177,16.283348,1,0.41152263
66,F-C=C=C=C(-O-C)=C-C1=C=C=N=C2=N=C(-C-C-C)=C=C=2=1,20,21,152,13.98344,1,0.41152263
67,F-C=C=C=C(-O-C)=C-C1=C=C=N=C2=N=C(-C-C)=C=C=2=1,19,20,164,15.087397,1,0.41152263
68,F-C=C=C=C(-O-C)=C-C1=C=C=N=C=C=1,14,14,165,15.179393,1,0.41152263
69,F-C=C=C=C(-O-C)=C-C=C=C=N=C=N,14,13,174,16.00736,1,0.41152263
70,F-C=C=C=C(-O-C)=C-C=C=C=N=C,13,12,175,16.099356,1,0.41152263
71,F-C=C=C=C(-O-C)=C-C,9,8,176,16.191353,1,0.41152263
72,F-C=C=C=C(-O)=C-C,8,7,178,16.375345,1,0.41152263
73,F-C=C=C=C=C-C1=C=C=N=C2=N=C(-C3-C-C-N-C-C=3)=C=C=2=1,21,23,174,16.00736,4,1.6460905
74,F-C=C=C=C=C-C1=C=C=N=C2=N=C(-C(-C-C-N)=C-C)=C=C=2=1,21,22,180,16.559338,4,1.6460905
75,F-C=C=C=C=C-C1=C=C=N=C2=N=C(-C(-C-C)=C-C)=C=C=2=1,20,21,228,20.97516,4,1.6460905
76,F-C=C=C=C=C-C1=C=C=N=C2=N=C(-C(-C-C-N-C)=C)=C=C=2=1,21,22,180,16.559338,4,1.6460905
77,F-C=C=C=C=C-C1=C=C=N=C2=N=C(-C(-C)=C-C)=C=C=2=1,19,20,237,21.803127,4,1.6460905
78,O(-C)-C1=C=C=C=C=C=1-C1=C2=C=C(-C-C-C-N-C-C)=N=C=2=N=C=C=1,23,25,110,10.119596,0,0
79,O(-C)-C1=C=C=C=C=C=1-C1=C2=C=C(-C-C-C-N-C)=N=C=2=N=C=C=1,22,24,115,10.5795765,0,0
80,O(-C)-C1=C=C=C=C=C=1-C1=C2=C=C(-C-C-C-N)=N=C=2=N=C=C=1,21,23,116,10.671573,0,0
81,O(-C)-C1=C=C=C=C=C=1-C1=C2=C=C(-C-C-C)=N=C=2=N=C=C=1,20,22,164,15.087397,2,0.82304525
82,O(-C)-C1=C=C=C=C=C=1-C1=C2=C=C(-C-C)=N=C=2=N=C=C=1,19,21,180,16.559338,2,0.82304525
83,O(-C)-C1=C=C=C=C=C=1-C1=C=C=N=C=C=1,14,15,185,17.01932,2,0.82304525
84,O(-C)-C1=C=C=C=C=C=1-C(=C=C=C-C)=C,14,14,181,16.651335,2,0.82304525
85,O(-C)-C1=C=C=C=C=C=1-C(=C=C=C=N=C)=C,15,15,181,16.651335,2,0.82304525
86,O(-C)-C1=C=C=C=C=C=1-C(=C=C)=C,12,12,186,17.111315,2,0.82304525
87,O(-C)-C(=C=C)=C(-C1=C2=C=C(-C-C-C-N-C-C)=N=C=2=N=C=C=1)=C,22,23,110,10.119596,1,0.41152263
88,O(-C)-C(=C=C)=C(-C1=C2=C=C(-C-C-C-N-C)=N=C=2=N=C=C=1)=C,21,22,115,10.5795765,1,0.41152263
89,O(-C)-C(=C=C)=C(-C1=C2=C=C(-C-C-C-N)=N=C=2=N=C=C=1)=C,20,21,116,10.671573,1,0.41152263
90,O(-C)-C(=C=C)=C(-C1=C2=C=C(-C-C-C)=N=C=2=N=C=C=1)=C,19,20,164,15.087397,3,1.2345679
91,O(-C)-C(=C=C)=C(-C1=C2=C=C(-C-C)=N=C=2=N=C=C=1)=C,18,19,180,16.559338,3,1.2345679
92,O(-C)-C(=C=C)=C(-C1=C=C=N=C=C=1)=C,13,13,185,17.01932,3,1.2345679
93,O(-C)-C(=C=C)=C(-C(=C=C=C-C)=C)=C,13,12,181,16.651335,3,1.2345679
94,O(-C)-C(=C=C)=C(-C(=C=C=C=N=C)=C)=C,14,13,181,16.651335,3,1.2345679
95,O(-C)-C(=C=C)=C(-C(=C=C)=C)=C,11,10,186,17.111315,3,1.2345679
96,O(-C)-C(=C=C=C)=C-C1=C2=C=C(-C-C-C-N-C-C)=N=C=2=N=C=C=1,22,23,112,10.303588,1,0.41152263
97,O(-C)-C(=C=C=C)=C-C1=C2=C=C(-C-C-C-N-C)=N=C=2=N=C=C=1,21,22,117,10.76357,1,0.41152263
98,O(-C)-C(=C=C=C)=C-C1=C2=C=C(-C-C-C-N)=N=C=2=N=C=C=1,20,21,118,10.855566,1,0.41152263
99,O(-C)-C(=C=C=C)=C-C1=C2=C=C(-C-C-C)=N=C=2=N=C=C=1,19,20,167,15.363385,4,1.6460905
100,O(-C)-C(=C=C=C)=C-C1=C2=C=C(-C-C)=N=C=2=N=C=C=1,18,19,183,16.835327,4,1.6460905
101,O(-C)-C(=C=C=C)=C-C1=C=C=N=C=C=1,13,13,188,17.29531,4,1.6460905
102,O(-C)-C(=C=C=C)=C-C(=C=C=C-C)=C,13,12,184,16.927322,4,1.6460905
103,O(-C)-C(=C=C=C)=C-C(=C=C=C=N=C)=C,14,13,184,16.927322,4,1.6460905
104,O(-C)-C(=C=C=C)=C-C(=C=C)=C,11,10,189,17.387304,4,1.6460905
105,O(-C)-C(=C=C)=C-C1=C2=C=C(-C-C-C-N-C-C)=N=C=2=N=C=C=1,21,22,112,10.303588,2,0.82304525
106,O(-C)-C(=C=C)=C-C1=C2=C=C(-C-C-C-N-C)=N=C=2=N=C=C=1,20,21,117,10.76357,2,0.82304525
107,O(-C)-C(=C=C)=C-C1=C2=C=C(-C-C-C-N)=N=C=2=N=C=C=1,19,20,118,10.855566,2,0.82304525
108,O-C1=C=C=C=C=C=1-C(=C=C=C=N)=C,13,13,181,16.651335,3,1.2345679
109,O-C1=C=C=C=C=C=1-C(=C=C)=C,11,11,186,17.111315,3,1.2345679
110,O-C(=C=C)=C(-C(=C=C=C=N)=C)=C,12,11,181,16.651335,4,1.6460905
111,O-C(=C=C)=C(-C(=C=C)=C)=C,10,9,186,17.111315,4,1.6460905
112,O-C1=C=C=C=C=C=1-C=C=C=C-C,12,12,182,16.74333,2,0.82304525
113,O-C1=C=C=C=C=C=1-C=C=C=C=N=C,13,13,181,16.651335,3,1.2345679
114,O-C1=C=C=C=C=C=1-C=C=C=C,11,11,182,16.74333,3,1.2345679
115,O-C(=C=C)=C(-C=C=C=C-C)=C,11,10,182,16.74333,3,1.2345679
116,O-C(=C=C)=C(-C=C=C=C=N=C)=C,12,11,181,16.651335,4,1.6460905
117,O-C(=C=C)=C(-C=C=C=C)=C,10,9,182,16.74333,4,1.6460905
118,O-C(=C=C=C)=C-C=C=C=C-C,11,10,185,17.01932,4,1.6460905
119,O-C=C(-C=C=C=C=N)=C=C=C=C,12,11,181,16.651335,4,1.6460905
120,O-C=C(-C=C=C=C)=C=C=C=C,11,10,182,16.74333,4,1.6460905
121,O=C(-C-N)-N(-C)-C,7,6,109,10.027599,2,0.82304525
122,O=C(-C-N-C-C)-N-C,8,7,110,10.119596,2,0.82304525
123,O=C(-C-N-C)-N-C,7,6,111,10.211592,2,0.82304525
124,O=C(-C-N(-C-C)-C)-N,8,7,109,10.027599,2,0.82304525
125,O=C(-C-N(-C)-C-C)-N,8,7,109,10.027599,2,0.82304525
126,O=C(-C-N(-C)-C)-N,7,6,110,10.119596,2,0.82304525
127,O=C(-C-N-C-C-C)-N,8,7,110,10.119596,2,0.82304525
128,O=C(-C-N-C-C)-N,7,6,112,10.303588,2,0.82304525
129,O=C(-C-N-C)-N,6,5,113,10.395584,2,0.82304525
130,O=C-C-N(-C-C-C-C=C)-C-C,11,10,109,10.027599,4,1.6460905
131,O=C-C-N(-C-C)-C-C-C,9,8,120,11.039558,4,1.6460905
132,O=C-C-N(-C-C)-C-C,8,7,121,11.131555,4,1.6460905
133,O=C-C-N(-C-C-C-C)-C,9,8,111,10.211592,4,1.6460905
134,O=C-C-N(-C-C)-C,7,6,122,11.223551,4,1.6460905
135,O=C-C-N(-C)-C,6,5,125,11.49954,4,1.6460905
136,O=C-C-N-C-C-C-C=C,9,8,121,11.131555,4,1.6460905
137,O=C-C-N-C-C-C-C,8,7,124,11.407544,4,1.6460905
138,O=C-C-N-C-C-C=C-C,9,8,114,10.48758,3,1.2345679
139,O=C-C-N-C-C-C,7,6,135,12.419503,4,1.6460905
140,O=C-C-N-C-C,6,5,137,12.603496,4,1.6460905
141,N(-C-C-N(-C)-C)(-C-C)-C-C-C,11,10,109,10.027599,3,1.2345679
142,N(-C-C-C-C)(-C-C-N)-C-C,10,9,109,10.027599,4,1.6460905
143,N(-C-C-N(-C)-C)(-C-C)-C-C,10,9,112,10.303588,4,1.6460905
144,N1(-C-C-C(-C2=N=C3=N=C=C=C(-C4=C=C=C=C=C=4)=C=3=C=2)=C-C-1)-C-C,23,26,117,10.76357,3,1.2345679
145,N1(-C-C-C(-C2=N=C3=N=C=C=C(-C(=C=C=C)=C)=C=3=C=2)=C-C-1)-C-C,22,24,118,10.855566,3,1.2345679
146,N1(-C-C-C(-C2=N=C3=N=C=C=C(-C=C)=C=3=C=2)=C-C-1)-C-C,19,21,122,11.223551,3,1.2345679
147,N1(-C-C=C-C-C-1)-C-C,8,8,133,12.235511,3,1.2345679
148,N(-C-C-C-C1=N=C2=N=C=C=C(-C3=C=C=C=C=C=3)=C=2=C=1)(-C-C)-C-C,23,25,146,13.431462,4,1.6460905
149,N(-C-C-C-C1=N=C2=N=C=C=C(-C(=C=C=C)=C)=C=2=C=1)(-C-C)-C-C,22,23,147,13.523459,4,1.6460905
150,N(-C-C-C-C1=N=C2=N=C=C=C(-C=C=C=C=C)=C=2=C=1)(-C-C)-C-C,22,23,147,13.523459,4,1.6460905
151,N(-C-C-C-C1=N=C2=N=C=C=C(-C=C=C=C)=C=2=C=1)(-C-C)-C-C,21,22,148,13.615456,4,1.6460905
152,N(-C-C-C-C1=N=C2=N=C=C=C(-C=C)=C=2=C=1)(-C-C)-C-C,19,20,163,14.9954,4,1.6460905
153,N(-C-C-C-C=C)(-C-C)-C-C,10,9,180,16.559338,4,1.6460905
154,N(-C-C)(-C-C=C-C=N=C=C)-C-C,12,11,124,11.407544,4,1.6460905
155,N(-C-C-C-C)(-C-C-N-C)-C,10,9,111,10.211592,4,1.6460905
156,N(-C-C-C-C=C)(-C-C-N)-C,10,9,111,10.211592,2,0.82304525
157,N(-C-C-C-C)(-C-C-N)-C,9,8,115,10.5795765,4,1.6460905
158,N1(-C-C-C(-C-C-1)-C=C=C=C=C=C)-C,13,13,117,10.76357,3,1.2345679
159,N1(-C-C-C(-C-C-1)-C)-C,8,8,118,10.855566,4,1.6460905
160,N(-C-C-C)(-C-C-C)-C,8,7,117,10.76357,3,1.2345679
161,N1(-C-C=C(-C-C-1)-C1=C=C2=C(-C3=C=C=C=C=C=3)=C=C=N=C=2=N=1)-C,22,25,134,12.327507,4,1.6460905
162,N1(-C-C=C(-C-C-1)-C1=C=C2=C(-C(=C=C=C)=C)=C=C=N=C=2=N=1)-C,21,23,136,12.511499,4,1.6460905
163,N1(-C-C=C(-C-C-1)-C1=C=C2=C(-C(=C)=C=C=C)=C=C=N=C=2=N=1)-C,21,23,136,12.511499,4,1.6460905
164,N1(-C-C=C(-C-C-1)-C1=C=C2=C(-C=C)=C=C=N=C=2=N=1)-C,18,20,142,13.0634775,4,1.6460905
165,N1(-C-C=C-C-C-1)-C,7,7,154,14.167434,4,1.6460905
166,N(-C-C-C(-C1=N=C2=N=C=C=C(-C3=C=C=C=C=C=3)=C=2=C=1)=C)(-C-C)-C,23,25,126,11.5915365,3,1.2345679
167,N(-C-C-C(-C1=N=C2=N=C=C=C(-C(=C=C=C)=C)=C=2=C=1)=C)(-C-C)-C,22,23,127,11.683533,3,1.2345679
168,N(-C-C-C(-C1=N=C2=N=C=C=C(-C=C)=C=2=C=1)=C)(-C-C)-C,19,20,131,12.0515175,3,1.2345679
169,N(-C)(-C-C=C(-C1=N=C2=N=C=C=C(-C3=C=C=C=C=C=3)=C=2=C=1)-C)-C-C,23,25,120,11.039558,3,1.2345679
170,N(-C)(-C-C=C(-C1=N=C2=N=C=C=C(-C(=C=C=C)=C)=C=2=C=1)-C)-C-C,22,23,121,11.131555,3,1.2345679
171,N(-C)(-C-C=C(-C1=N=C2=N=C=C=C(-C=C)=C=2=C=1)-C)-C-C,19,20,125,11.49954,3,1.2345679
172,N(-C)(-C-C=C(-C=C)-C)-C-C,10,9,126,11.5915365,3,1.2345679
173,N(-C-C=C-C=C)(-C)-C-C,9,8,146,13.431462,4,1.6460905
174,N1(-C-C2=C3=C(=N=C=C=C=3-C3=C=C=C=C=C-1=3)=N=C=2-C1-C-C-N-C-C=1)-C,24,28,114,10.48758,4,1.6460905
175,N1(-C-C2=C3=C(=N=C=C=C=3-C3=C=C=C=C=C-1=3)=N=C=2-C(-C-C-N)=C-C)-C,24,27,120,11.039558,4,1.6460905
176,N1(-C-C2=C3=C(=N=C=C=C=3-C3=C=C=C=C=C-1=3)=N=C=2-C(-C-C)=C-C)-C,23,26,145,13.339466,4,1.6460905
177,N1(-C-C2=C3=C(=N=C=C=C=3-C3=C=C=C=C=C-1=3)=N=C=2-C(-C-C-N-C)=C)-C,24,27,120,11.039558,4,1.6460905
178,N1(-C-C2=C3=C(=N=C=C=C=3-C3=C=C=C=C=C-1=3)=N=C=2-C(-C)=C-C)-C,22,25,154,14.167434,4,1.6460905
179,N(-C-C)(-C)-C1=C(-C2=C=C=N=C(=N=C-C3-C-C-N-C-C=3)=C=2)=C=C=C=C=1,24,26,118,10.855566,4,1.6460905
180,N(-C-C)(-C)-C1=C(-C2=C=C=N=C(=N=C-C(-C-C-N)=C-C)=C=2)=C=C=C=C=1,24,25,124,11.407544,4,1.6460905
181,N(-C-C)(-C)-C1=C(-C2=C=C=N=C(=N=C-C(-C-C)=C-C)=C=2)=C=C=C=C=1,23,24,149,13.707452,4,1.6460905
182,N(-C-C)(-C)-C1=C(-C2=C=C=N=C(=N=C-C(-C-C-N-C)=C)=C=2)=C=C=C=C=1,24,25,124,11.407544,4,1.6460905
183,N(-C-C)(-C)-C1=C(-C2=C=C=N=C(=N=C-C(-C)=C-C)=C=2)=C=C=C=C=1,22,23,158,14.5354185,4,1.6460905
184,N1(-C-C2=C3=C(=N=C=C=C=3-C(=C=C=C)=C-1)=N=C=2-C1-C-C-N-C-C=1)-C,23,26,118,10.855566,4,1.6460905
185,N1(-C-C2=C3=C(=N=C=C=C=3-C(=C=C=C)=C-1)=N=C=2-C(-C-C-N)=C-C)-C,23,25,124,11.407544,4,1.6460905
186,N1(-C-C2=C3=C(=N=C=C=C=3-C(=C=C=C)=C-1)=N=C=2-C(-C-C)=C-C)-C,22,24,149,13.707452,4,1.6460905
187,N1(-C-C2=C3=C(=N=C=C=C=3-C(=C=C=C)=C-1)=N=C=2-C(-C-C-N-C)=C)-C,23,25,124,11.407544,4,1.6460905
188,N1(-C-C2=C3=C(=N=C=C=C=3-C(=C=C=C)=C-1)=N=C=2-C(-C)=C-C)-C,21,23,158,14.5354185,4,1.6460905
189,N(-C-C)(-C)-C=C(-C1=C=C=N=C(=N=C-C2-C-C-N-C-C=2)=C=1)=C=C=C,23,24,122,11.223551,4,1.6460905
190,N(-C-C)(-C)-C=C(-C1=C=C=N=C(=N=C-C(-C-C-N)=C-C)=C=1)=C=C=C,23,23,128,11.775529,4,1.6460905
191,N(-C-C)(-C)-C=C(-C1=C=C=N=C(=N=C-C(-C-C)=C-C)=C=1)=C=C=C,22,22,153,14.075437,4,1.6460905
192,N(-C-C)(-C)-C=C(-C1=C=C=N=C(=N=C-C(-C-C-N-C)=C)=C=1)=C=C=C,23,23,128,11.775529,4,1.6460905
193,N(-C-C)(-C)-C=C(-C1=C=C=N=C(=N=C-C(-C)=C-C)=C=1)=C=C=C,21,21,162,14.903404,4,1.6460905
194,N(-C-C-C(-C)-C)(-C)-C,8,7,124,11.407544,4,1.6460905
195,N(-C)(-C)-C-C-C(-C1=C=C2=C(-C3=C=C=C=C=C=3)=C=C=N=C=2=N=1)=C,22,24,138,12.695492,4,1.6460905
196,N(-C)(-C)-C-C-C(-C1=C=C2=C(-C(=C=C=C)=C)=C=C=N=C=2=N=1)=C,21,22,140,12.879485,4,1.6460905
197,N(-C)(-C)-C-C-C(-C1=C=C2=C(-C(=C)=C=C=C)=C=C=N=C=2=N=1)=C,21,22,140,12.879485,4,1.6460905
198,N(-C)(-C)-C-C-C(-C1=C=C2=C(-C=C)=C=C=N=C=2=N=1)=C,18,19,146,13.431462,4,1.6460905
199,N(-C-C=C(-C)-C=C)(-C)-C,9,8,143,13.155474,4,1.6460905
200,N(-C)(-C-C=C-C=C-C)-C,9,8,168,15.455381,4,1.6460905
201,N(-C-C=C-C=C=C=C(-C)=C=C)(-C)-C,13,12,144,13.24747,4,1.6460905
202,N(-C-C=C-C=C=C=C=N=C)(-C)-C,12,11,144,13.24747,4,1.6460905
203,N(-C-C=C-C=C=C=C=C=C)(-C)-C,12,11,146,13.431462,4,1.6460905
204,N(-C-C=C-C=C=C=C)(-C)-C,10,9,148,13.615456,4,1.6460905
205,N(-C-C=C-C=C=C)(-C)-C,9,8,149,13.707452,4,1.6460905
206,N(-C)(-C)-C1=C(-C2=C=C=N=C3=N=C(-C4-C-C-N-C-C=4)=C=C=3=2)=C=C=C=C=1,24,27,118,10.855566,4,1.6460905
207,N(-C)(-C)-C1=C(-C2=C=C=N=C3=N=C(-C(-C-C-N)=C-C)=C=C=3=2)=C=C=C=C=1,24,26,124,11.407544,4,1.6460905
208,N(-C)(-C)-C1=C(-C2=C=C=N=C3=N=C(-C(-C-C)=C-C)=C=C=3=2)=C=C=C=C=1,23,25,149,13.707452,4,1.6460905
209,N(-C)(-C)-C1=C(-C2=C=C=N=C3=N=C(-C(-C-C-N-C)=C)=C=C=3=2)=C=C=C=C=1,24,26,124,11.407544,4,1.6460905
210,N(-C)(-C)-C1=C(-C2=C=C=N=C3=N=C(-C(-C)=C-C)=C=C=3=2)=C=C=C=C=1,22,24,158,14.5354185,4,1.6460905
211,N(-C)(-C)-C=C(-C1=C=C=N=C2=N=C(-C3-C-C-N-C-C=3)=C=C=2=1)=C=C=C,23,25,122,11.223551,4,1.6460905
212,N(-C)(-C)-C=C(-C1=C=C=N=C2=N=C(-C(-C-C-N)=C-C)=C=C=2=1)=C=C=C,23,24,128,11.775529,4,1.6460905
213,N(-C)(-C)-C=C(-C1=C=C=N=C2=N=C(-C(-C-C)=C-C)=C=C=2=1)=C=C=C,22,23,153,14.075437,4,1.6460905
214,N(-C)(-C)-C=C(-C1=C=C=N=C2=N=C(-C(-C-C-N-C)=C)=C=C=2=1)=C=C=C,23,24,128,11.775529,4,1.6460905
215,N(-C)(-C)-C=C(-C1=C=C=N=C2=N=C(-C(-C)=C-C)=C=C=2=1)=C=C=C,21,22,162,14.903404,4,1.6460905
216,N(-C(-C-C-C)-C-C)-C-C,9,8,110,10.119596,4,1.6460905
217,N(-C(-C-C)-C-C)-C-C,8,7,119,10.947562,4,1.6460905
218,N(-C(-C)-C)-C-C-C,7,6,109,10.027599,3,1.2345679
219,N(-C-C-C-C)-C-C-C,8,7,133,12.235511,2,0.82304525
220,N1-C-C-C(-C2=N=C3=N=C=C=C4-C5=C=C=C=C=C=5-N-C-C=2=C=4=3)=C-C-1,23,27,115,10.5795765,4,1.6460905
221,N1-C-C-C(-C2=N=C3=N=C=C=C4-C(=C=C=C)=C-N-C-C=2=C=4=3)=C-C-1,22,25,119,10.947562,4,1.6460905
222,N1-C-C-C(-C2=N=C3=N=C=C=C(-C4=C=C=C=C=C=4-N-C)=C=3=C=2-C)=C-C-1,24,27,118,10.855566,4,1.6460905
223,N1-C-C-C(-C2=N=C3=N=C=C=C(-C4=C=C=C=C=C=4-N)=C=3=C=2-C)=C-C-1,23,26,119,10.947562,4,1.6460905
224,N1-C-C-C(-C2=N=C3=N=C=C=C(-C(=C=C=C)=C-N-C)=C=3=C=2-C)=C-C-1,23,25,122,11.223551,4,1.6460905
225,N1-C-C-C(-C2=N=C3=N=C=C=C(-C(=C=C=C)=C-N)=C=3=C=2-C)=C-C-1,22,24,123,11.315547,4,1.6460905
